sentence_grammatical,sentence_ungrammatical,phenomenon,paradigm,pair_ID,LS_diff,source,Good ID,Bad ID,LS_grammatical,LS_ungrammatical,LS_diff
The money was stolen.,The money was stolen the money.,LI-Adger,LI-Adger,115,,Sprouse,32.2.nunes.3a2.g.04,32.2.nunes.3c.*.04,,-1.3652896874615386,
The hedges were trimmed.,The hedges were trimmed the hedges.,LI-Adger,LI-Adger,116,,Sprouse,32.2.nunes.3a2.g.05,32.2.nunes.3c.*.05,,-1.37303608825,
Kelly was praised.,Kelly was praised Kelly.,LI-Adger,LI-Adger,117,,Sprouse,32.2.nunes.3a2.g.06,32.2.nunes.3c.*.06,,-1.2943978328461538,
Tommy was punished.,Tommy was punished Tommy.,LI-Adger,LI-Adger,118,,Sprouse,32.2.nunes.3a2.g.07,32.2.nunes.3c.*.07,,-1.4814732226666667,
Abigail was promoted.,Abigail was promoted Abigail.,LI-Adger,LI-Adger,119,,Sprouse,32.2.nunes.3a2.g.08,32.2.nunes.3c.*.08,,-1.3546830491538462,
Mary drove to Rio and John flew to Sao Paulo.,Mary drove Rio and John flew to Sao Paulo.,LI-Adger,LI-Adger,120,1.2484157812587415,Sprouse,32.2.nunes.48b.g.01,32.2.nunes.48b.*.01,1.0788449020769233,-0.1695708791818181,1.2484157812587415
Luke swam to the shore and Gabrielle swam to the boat.,Luke swam the shore and Gabrielle swam to the boat.,LI-Adger,LI-Adger,121,1.1240969606923077,Sprouse,32.2.nunes.48b.g.02,32.2.nunes.48b.*.02,1.0827938920769231,-0.0413030686153846,1.1240969606923077
Angela biked to the store and Sean walked to the park.,Angela biked the store and Sean walked to the park.,LI-Adger,LI-Adger,122,0.9079558495384612,Sprouse,32.2.nunes.48b.g.03,32.2.nunes.48b.*.03,1.1415963550769228,0.2336405055384615,0.9079558495384612
Daniel jogged to the gym and Kayla walked to the restaurant.,Daniel jogged the gym and Kayla walked to the restaurant.,LI-Adger,LI-Adger,123,1.713090960076923,Sprouse,32.2.nunes.48b.g.04,32.2.nunes.48b.*.04,0.9288386185384616,-0.7842523415384617,1.713090960076923
Beth hitchhiked to Los Angeles and Robert drove to San Diego.,Beth hitchhiked Los Angeles and Robert drove to San Diego.,LI-Adger,LI-Adger,124,0.8293596889999999,Sprouse,32.2.nunes.48b.g.05,32.2.nunes.48b.*.05,0.6742121943846153,-0.1551474946153846,0.8293596889999999
Paul flew to Ireland and Laura sailed to Greece.,Paul flew Ireland and Laura sailed to Greece.,LI-Adger,LI-Adger,125,1.7279744563076922,Sprouse,32.2.nunes.48b.g.06,32.2.nunes.48b.*.06,1.3183106449230768,-0.4096638113846153,1.7279744563076922
Shannon walked to school and Corey biked to practice.,Shannon walked school and Corey biked to practice.,LI-Adger,LI-Adger,126,1.6673720187692307,Sprouse,32.2.nunes.48b.g.07,32.2.nunes.48b.*.07,0.8043311588461539,-0.8630408599230768,1.6673720187692307
Mark sailed to the Caribbean and Cathy flew to the Mediterranean.,Mark sailed the Caribbean and Cathy flew to the Mediterranean.,LI-Adger,LI-Adger,127,-0.385175887951049,Sprouse,32.2.nunes.48b.g.08,32.2.nunes.48b.*.08,0.7711305488181818,1.1563064367692308,-0.385175887951049
"Max may have been studying, but Jason may have been doing so too.","Max may have been studying, but Jason may have done so too.",LI-Adger,LI-Adger,128,0.0036462294038461,Sprouse,32.2.stroik.4a.g.01,32.2.stroik.4b.*.01,0.25526857625,0.2516223468461538,0.0036462294038461
"Tiffany may have been reading, but Melissa may have been doing so too.","Tiffany may have been reading, but Melissa may have done so too.",LI-Adger,LI-Adger,129,0.5359798236153845,Sprouse,32.2.stroik.4a.g.02,32.2.stroik.4b.*.02,0.4101238397692307,-0.1258559838461538,0.5359798236153845
"Derek may have been sleeping, but Travis may have been doing so too.","Derek may have been sleeping, but Travis may have done so too.",LI-Adger,LI-Adger,130,0.5142365700576923,Sprouse,32.2.stroik.4a.g.03,32.2.stroik.4b.*.03,0.2564567163076923,-0.2577798537499999,0.5142365700576923
"Kate may have been driving, but Rebecca may have been doing so too.","Kate may have been driving, but Rebecca may have done so too.",LI-Adger,LI-Adger,131,-0.3818099383333333,Sprouse,32.2.stroik.4a.g.04,32.2.stroik.4b.*.04,-0.1083622833333333,0.273447655,-0.3818099383333333
"David may have been skiing, but William may have been doing so too.","David may have been skiing, but William may have done so too.",LI-Adger,LI-Adger,132,0.599092019628205,Sprouse,32.2.stroik.4a.g.05,32.2.stroik.4b.*.05,0.5032522274615384,-0.0958397921666666,0.599092019628205
"Cecilia may have been dancing, but Ariel may have been doing so too.","Cecilia may have been dancing, but Ariel may have done so too.",LI-Adger,LI-Adger,133,-0.1149836721474359,Sprouse,32.2.stroik.4a.g.06,32.2.stroik.4b.*.06,0.1682238770833333,0.2832075492307692,-0.1149836721474359
"Richard may have been hiding, but Blake may have been doing so too.","Richard may have been hiding, but Blake may have done so too.",LI-Adger,LI-Adger,134,0.4699308536987179,Sprouse,32.2.stroik.4a.g.07,32.2.stroik.4b.*.07,0.5578240796153846,0.0878932259166666,0.4699308536987179
"Alicia may have been shopping, but Sally may have been doing so too.","Alicia may have been shopping, but Sally may have done so too.",LI-Adger,LI-Adger,135,-0.1863582775833332,Sprouse,32.2.stroik.4a.g.08,32.2.stroik.4b.*.08,0.1927234989166667,0.3790817764999999,-0.1863582775833332
They all have left and they have all done so deliberately.,They all have left and they have done all so deliberately.,LI-Adger,LI-Adger,136,0.9617024631538462,Sprouse,32.2.stroik.13a.g.01,32.2.stroik.13b.*.01,0.4300552340769231,-0.5316472290769231,0.9617024631538462
They all have eaten and they have all done so quickly.,They all have eaten and they have done all so quickly.,LI-Adger,LI-Adger,137,0.4769398025384615,Sprouse,32.2.stroik.13a.g.02,32.2.stroik.13b.*.02,-0.2122181676153846,-0.6891579701538462,0.4769398025384615
They all have finished and they have all done so efficiently.,They all have finished and they have done all so efficiently.,LI-Adger,LI-Adger,138,0.3496195682307693,Sprouse,32.2.stroik.13a.g.03,32.2.stroik.13b.*.03,0.4573456346923077,0.1077260664615384,0.3496195682307693
They all have helped and they have all done so generously.,They all have helped and they have done all so generously.,LI-Adger,LI-Adger,139,0.4435431306153845,Sprouse,32.2.stroik.13a.g.04,32.2.stroik.13b.*.04,0.5096945944615384,0.0661514638461538,0.4435431306153845
They all have practiced and they have all done so regularly.,They all have practiced and they have done all so regularly.,LI-Adger,LI-Adger,140,0.6246073143076922,Sprouse,32.2.stroik.13a.g.05,32.2.stroik.13b.*.05,0.062938777076923,-0.5616685372307691,0.6246073143076922
They all have studied and they have all done so effectively.,They all have studied and they have done all so effectively.,LI-Adger,LI-Adger,141,0.6124663885524475,Sprouse,32.2.stroik.13a.g.06,32.2.stroik.13b.*.06,0.371377273090909,-0.2410891154615384,0.6124663885524475
They all have spoken and they have all done so eloquently.,They all have spoken and they have done all so eloquently.,LI-Adger,LI-Adger,142,0.5210189245944056,Sprouse,32.2.stroik.13a.g.07,32.2.stroik.13b.*.07,0.5704738422307692,0.0494549176363636,0.5210189245944056
They all have listened and they have all done so intently.,They all have listened and they have done all so intently.,LI-Adger,LI-Adger,143,-0.0058864556923076,Sprouse,32.2.stroik.13a.g.08,32.2.stroik.13b.*.08,0.4928625585384616,0.4987490142307692,-0.0058864556923076
"Chris is happy, and Pat is too.","Chris is happy, and Pat does so too.",LI-Adger,LI-Adger,144,1.9035044926089744,Sprouse,32.2.stroik.17a.g.01,32.2.stroik.17a.*.01,0.9753519336923075,-0.9281525589166668,1.9035044926089744
"Frank is foolish, and Alexis is too.","Frank is foolish, and Alexis does so too.",LI-Adger,LI-Adger,145,2.074154259442308,Sprouse,32.2.stroik.17a.g.02,32.2.stroik.17a.*.02,0.99329845575,-1.0808558036923075,2.074154259442308
"Artemis is grumpy, and Toni is too.","Artemis is grumpy, and Toni does so too.",LI-Adger,LI-Adger,146,1.9059581619871797,Sprouse,32.2.stroik.17a.g.03,32.2.stroik.17a.*.03,1.068053144153846,-0.8379050178333333,1.9059581619871797
"Arty is sick, and Mark is too.","Arty is sick, and Mark does so too.",LI-Adger,LI-Adger,147,1.6617620238333335,Sprouse,32.2.stroik.17a.g.04,32.2.stroik.17a.*.04,0.9028880925833334,-0.75887393125,1.6617620238333335
"Joanne is jealous, and Annie is too.","Joanne is jealous, and Annie does so too.",LI-Adger,LI-Adger,148,1.8815192457371797,Sprouse,32.2.stroik.17a.g.05,32.2.stroik.17a.*.05,1.1453456435833334,-0.7361736021538461,1.8815192457371797
"Fritz is uncomfortable, and Frannie is too.","Fritz is uncomfortable, and Frannie does so too.",LI-Adger,LI-Adger,149,1.7583104951538464,Sprouse,32.2.stroik.17a.g.06,32.2.stroik.17a.*.06,0.8518503702307694,-0.906460124923077,1.7583104951538464
"Clive is nervous, and Kirsten is too.","Clive is nervous, and Kirsten does so too.",LI-Adger,LI-Adger,150,1.919750046980769,Sprouse,32.2.stroik.17a.g.07,32.2.stroik.17a.*.07,0.9292600402307692,-0.99049000675,1.919750046980769
"Orin is skinny, and Jamal is too.","Orin is skinny, and Jamal does so too.",LI-Adger,LI-Adger,151,2.2081206650320517,Sprouse,32.2.stroik.17a.g.08,32.2.stroik.17a.*.08,1.051781066416667,-1.1563395986153846,2.2081206650320517
John tried to win.,John tried himself to win.,LI-Adger,LI-Adger,152,1.700852266884615,Sprouse,32.3.Culicover.7a.g.01,32.3.Culicover.7b.*.01,1.1029903693846153,-0.5978618975,1.700852266884615
Kelly attempted to run the marathon.,Kelly attempted herself to run the marathon.,LI-Adger,LI-Adger,153,1.9182153358910257,Sprouse,32.3.Culicover.7a.g.02,32.3.Culicover.7b.*.02,1.1660208865833337,-0.7521944493076922,1.9182153358910257
William planned to write a novel.,William planned himself to write a novel.,LI-Adger,LI-Adger,154,1.515385280153846,Sprouse,32.3.Culicover.7a.g.03,32.3.Culicover.7b.*.03,1.0431522721538462,-0.4722330079999999,1.515385280153846
Linda remembered to pick-up the dry cleaning.,Linda remembered herself to pick-up the dry cleaning.,LI-Adger,LI-Adger,155,1.2278996961538462,Sprouse,32.3.Culicover.7a.g.04,32.3.Culicover.7b.*.04,0.5637773802307693,-0.6641223159230769,1.2278996961538462
Peter hoped to find a date.,Peter hoped himself to find a date.,LI-Adger,LI-Adger,156,1.6085711222307688,Sprouse,32.3.Culicover.7a.g.05,32.3.Culicover.7b.*.05,1.2486561283846151,-0.3599149938461537,1.6085711222307688
Patricia agreed to host the party.,Patricia agreed herself to host the party.,LI-Adger,LI-Adger,157,1.6958705354615384,Sprouse,32.3.Culicover.7a.g.06,32.3.Culicover.7b.*.06,1.3202850152307692,-0.3755855202307693,1.6958705354615384
Alex started to study Karate.,Alex started himself to study Karate.,LI-Adger,LI-Adger,158,1.928477738384616,Sprouse,32.3.Culicover.7a.g.07,32.3.Culicover.7b.*.07,0.9824707450769232,-0.9460069933076924,1.928477738384616
Cindy struggled to finish her homework.,Cindy struggled herself to finish her homework.,LI-Adger,LI-Adger,159,2.365801010198718,Sprouse,32.3.Culicover.7a.g.08,32.3.Culicover.7b.*.08,1.2368320205833334,-1.1289689896153847,2.365801010198718
John flattered Mary while insulting himself.,John flattered Mary while insulting herself.,LI-Adger,LI-Adger,160,0.8596813876858975,Sprouse,32.3.Culicover.15bii.g.01,32.3.Culicover.15bii.*.01,0.3718101387692307,-0.4878712489166667,0.8596813876858975
Amber called Anthony after injuring herself.,Amber called Anthony after injuring himself.,LI-Adger,LI-Adger,161,1.0982620011282052,Sprouse,32.3.Culicover.15bii.g.02,32.3.Culicover.15bii.*.02,1.0330172516666667,-0.0652447494615384,1.0982620011282052
Tim complimented Hannah after introducing himself.,Tim complimented Hannah after introducing herself.,LI-Adger,LI-Adger,162,0.7380663031602563,Sprouse,32.3.Culicover.15bii.g.03,32.3.Culicover.15bii.*.03,0.5136307890769231,-0.2244355140833333,0.7380663031602563
Tina aggravated Ethan while amusing herself.,Tina aggravated Ethan while amusing himself.,LI-Adger,LI-Adger,163,0.5081928129358972,Sprouse,32.3.Culicover.15bii.g.04,32.3.Culicover.15bii.*.04,0.5995257171666665,0.0913329042307692,0.5081928129358972
Natalie surprised Jared while boring herself.,Natalie surprised Jared while boring himself.,LI-Adger,LI-Adger,164,0.4375003562820513,Sprouse,32.3.Culicover.15bii.g.05,32.3.Culicover.15bii.*.05,-0.1539767213846154,-0.5914770776666667,0.4375003562820513
Dale found Brooke after frightening himself. ,Dale found Brooke after frightening herself. ,LI-Adger,LI-Adger,165,0.1169938594615384,Sprouse,32.3.Culicover.15bii.g.06,32.3.Culicover.15bii.*.06,0.2453559013076923,0.1283620418461538,0.1169938594615384
Molly avoided Keith after embarrassing herself. ,Molly avoided Keith after embarrassing himself. ,LI-Adger,LI-Adger,166,1.4811154163076925,Sprouse,32.3.Culicover.15bii.g.07,32.3.Culicover.15bii.*.07,1.100310284923077,-0.3808051313846154,1.4811154163076925
Josh annoyed Paige while distracting himself.,Josh annoyed Paige while distracting herself.,LI-Adger,LI-Adger,167,0.6746465975384615,Sprouse,32.3.Culicover.15bii.g.08,32.3.Culicover.15bii.*.08,0.3553539776153846,-0.3192926199230769,0.6746465975384615
John told Sue when to wash herself.,John told Sue when to wash himself.,LI-Adger,LI-Adger,168,,Sprouse,32.3.Culicover.22b.g.01,32.3.Culicover.22b.*.01,,,
Marcy told Jeremy when to excuse himself.,Marcy told Jeremy when to excuse herself.,LI-Adger,LI-Adger,169,,Sprouse,32.3.Culicover.22b.g.02,32.3.Culicover.22b.*.02,,,
Mindy told Chuck when to praise herself.,Mindy told Chuck when to praise himself.,LI-Adger,LI-Adger,170,,Sprouse,32.3.Culicover.22b.g.03,32.3.Culicover.22b.*.03,,,
Robert told Lucy when to humiliate herself.,Robert told Lucy when to humiliate himself.,LI-Adger,LI-Adger,171,,Sprouse,32.3.Culicover.22b.g.04,32.3.Culicover.22b.*.04,,,
Stewart told Tina when to burn herself.,Stewart told Tina when to burn himself.,LI-Adger,LI-Adger,172,,Sprouse,32.3.Culicover.22b.g.05,32.3.Culicover.22b.*.05,,,
Brian told Rachel when to defend herself.,Brian told Rachel when to defend himself.,LI-Adger,LI-Adger,173,,Sprouse,32.3.Culicover.22b.g.06,32.3.Culicover.22b.*.06,,,
Patty told Mike when to insult himself.,Patty told Mike when to insult herself.,LI-Adger,LI-Adger,174,,Sprouse,32.3.Culicover.22b.g.07,32.3.Culicover.22b.*.07,,,
Olivia told Gregory when to exonerate himself.,Olivia told Gregory when to exonerate herself.,LI-Adger,LI-Adger,175,,Sprouse,32.3.Culicover.22b.g.08,32.3.Culicover.22b.*.08,,,
Last night there was an attempt to shoot me.,Last night there was an attempt to shoot oneself.,LI-Adger,LI-Adger,176,0.8987827738461538,Sprouse,32.3.Culicover.25d.g.01,32.3.Culicover.25d.*.01,0.4400671006923077,-0.4587156731538461,0.8987827738461538
Last month there was a plan to promote me.,Last month there was a plan to promote oneself.,LI-Adger,LI-Adger,177,0.5415833483846154,Sprouse,32.3.Culicover.25d.g.02,32.3.Culicover.25d.*.02,0.5944253423846154,0.052841994,0.5415833483846154
Last week there was a request to transfer me.,Last week there was a request to transfer oneself.,LI-Adger,LI-Adger,178,1.6542388476923078,Sprouse,32.3.Culicover.25d.g.03,32.3.Culicover.25d.*.03,0.9862490633846156,-0.6679897843076924,1.6542388476923078
Last year there was a proposal to fire me.,Last year there was a proposal to fire oneself.,LI-Adger,LI-Adger,179,1.0182677466083918,Sprouse,32.3.Culicover.25d.g.04,32.3.Culicover.25d.*.04,0.8336091704545455,-0.1846585761538461,1.0182677466083918
Last Monday there was a plot to annoy me.,Last Monday there was a plot to annoy oneself.,LI-Adger,LI-Adger,180,1.235914620909091,Sprouse,32.3.Culicover.25d.g.05,32.3.Culicover.25d.*.05,0.572779913,-0.6631347079090909,1.235914620909091
Last Tuesday there was an agreement to replace me.,Last Tuesday there was an agreement to replace oneself.,LI-Adger,LI-Adger,181,1.757688445692308,Sprouse,32.3.Culicover.25d.g.06,32.3.Culicover.25d.*.06,0.8780813670769232,-0.8796070786153846,1.757688445692308
Last weekend there was a suggestion to uninvite me.,Last weekend there was a suggestion to uninvite oneself.,LI-Adger,LI-Adger,182,0.661224606,Sprouse,32.3.Culicover.25d.g.07,32.3.Culicover.25d.*.07,0.4096684085384616,-0.2515561974615384,0.661224606
Last Friday there was an order to transfer me.,Last Friday there was an order to transfer oneself.,LI-Adger,LI-Adger,183,1.1254664266153844,Sprouse,32.3.Culicover.25d.g.08,32.3.Culicover.25d.*.08,0.8873054984615384,-0.2381609281538461,1.1254664266153844
Helen examined Bernie in order for us to vindicate ourselves.,Helen examined Bernie in order for us to vindicate herself.,LI-Adger,LI-Adger,184,0.5847961332628206,Sprouse,32.3.Culicover.28c.g.01,32.3.Culicover.28c.*.01,0.2600130788461539,-0.3247830544166667,0.5847961332628206
Nathan called Samantha in order for us to amuse ourselves.,Nathan called Samantha in order for us to amuse himself.,LI-Adger,LI-Adger,185,0.5792053458333332,Sprouse,32.3.Culicover.28c.g.02,32.3.Culicover.28c.*.02,-0.05579946425,-0.6350048100833332,0.5792053458333332
Austin left instructions in order for us to help ourselves.,Austin left instructions in order for us to help himself.,LI-Adger,LI-Adger,186,1.2300946153141026,Sprouse,32.3.Culicover.28c.g.03,32.3.Culicover.28c.*.03,0.5809257130833333,-0.6491689022307694,1.2300946153141026
Emma brought video games in order for us to distract ourselves.,Emma brought video games in order for us to distract herself.,LI-Adger,LI-Adger,187,0.9684482288461538,Sprouse,32.3.Culicover.28c.g.04,32.3.Culicover.28c.*.04,0.5488114336923077,-0.4196367951538461,0.9684482288461538
Allison bought board games in order for us to entertain ourselves.,Allison bought board games in order for us to entertain herself.,LI-Adger,LI-Adger,188,1.270541637705128,Sprouse,32.3.Culicover.28c.g.05,32.3.Culicover.28c.*.05,0.6007466635384615,-0.6697949741666666,1.270541637705128
Edward created a website in order for us to promote ourselves.,Edward created a website in order for us to promote himself.,LI-Adger,LI-Adger,189,1.2438974030641026,Sprouse,32.3.Culicover.28c.g.06,32.3.Culicover.28c.*.06,1.0138587588333332,-0.2300386442307692,1.2438974030641026
Cynthia threw a party in order for us to establish ourselves.,Cynthia threw a party in order for us to establish herself.,LI-Adger,LI-Adger,190,1.3596418278141025,Sprouse,32.3.Culicover.28c.g.07,32.3.Culicover.28c.*.07,0.5577784612307692,-0.8018633665833333,1.3596418278141025
