sentence_grammatical,sentence_ungrammatical,source,paradigm,phenomenon,LS_grammatical,LS_ungrammatical,LS_diff,pair_ID
Carl collects stamps and Ryan coins.,Carl collects stamps because Ryan coins.,li,LI-Adger,LI-Adger,0.260688393,-0.8265000160000001,1.087188409,830
Oliver wants to be a lawyer and Oscar a doctor.,Oliver wants to be a lawyer because Oscar a doctor.,li,LI-Adger,LI-Adger,0.5762328527499999,-0.874260309153846,1.450493161903846,831
Tracey bought a van and Tom a truck.,Tracey bought a van because Tom a truck.,li,LI-Adger,LI-Adger,0.5213027651538462,-0.6493085554999999,1.1706113206538462,832
Stacey wants a dog and Jeff a cat.,Stacey wants a dog because Jeff a cat.,li,LI-Adger,LI-Adger,0.6101352545,-1.2109121753846153,1.821047429884615,833
Emma draws dogs better than Sophia does.,Emma draws dogs better than Sophia dinosaurs.,li,LI-Adger,LI-Adger,0.9595993585384616,-0.4867272623333332,1.4463266208717946,834
Kelsey speaks Japanese more fluently than Jason does.,Kelsey speaks Japanese more fluently than Jason English.,li,LI-Adger,LI-Adger,1.1296917253076926,-0.0711725619230769,1.2008642872307695,835
Chris knows that this book Candice read.,Chris knows whether this book Candice read.,li,LI-Adger,LI-Adger,-0.491227574,-0.8548882224166666,0.3636606484166666,836
Which picture of himself did every boy who saw say Mary liked?,Which picture of herself did every boy who saw say Mary liked?,li,32.2.Nunes.fn35iia-fn35iib,LI_2015,-0.8249326524895577,-0.8717784383654169,0.0468457858758591,837
Which portrait of himself did every man who saw say Elizabeth loved?,Which portrait of herself did every man who saw say Elizabeth loved?,li,32.2.Nunes.fn35iia-fn35iib,LI_2015,-0.6940556383634584,-0.7795516791271146,0.0854960407636562,838
Which book about herself did every waitress who read say George wrote?,Which book about himself did every waitress who read say George wrote?,li,32.2.Nunes.fn35iia-fn35iib,LI_2015,-0.7412275943181771,-0.9308196330140982,0.1895920386959211,839
Which statue of himself did every king who visited say Amy reviewed?,Which statue of herself did every king who visited say Amy reviewed?,li,32.2.Nunes.fn35iia-fn35iib,LI_2015,-0.7079606159420304,-0.7702862662196419,0.0623256502776115,840
Which movie about herself did every widow who watched say Andrew hated?,Which movie about himself did every widow who watched say Andrew hated?,li,32.2.Nunes.fn35iia-fn35iib,LI_2015,-0.6561351738974267,-0.8648642722549057,0.208729098357479,841
Which drawing of himself did every bachelor who examined say Michelle stole?,Which drawing of herself did every bachelor who examined say Michelle stole?,li,32.2.Nunes.fn35iia-fn35iib,LI_2015,-0.7693550435555143,-0.896627470632577,0.1272724270770626,842
Which story about herself did every lady who heard say Eric mistold?,Which story about himself did every lady who heard say Eric mistold?,li,32.2.Nunes.fn35iia-fn35iib,LI_2015,-0.7826407864642783,-0.8572893480163114,0.0746485615520331,843
Which photograph of himself did every man who developed say Rachel took?,Which photograph of herself did every man who developed say Rachel took?,li,32.2.Nunes.fn35iia-fn35iib,LI_2015,-0.7400130470472109,-0.8514393051822121,0.1114262581350011,844
Which play about herself did every woman who wrote say Brian watched?,Which play about himself did every woman who wrote say Brian watched?,li,32.2.Nunes.fn35iia-fn35iib,LI_2015,-0.5905668904898143,-0.9892010622158416,0.3986341717260273,845
Which poem about himself did every boy who analyzed say Laura read?,Which poem about herself did every boy who analyzed say Laura read?,li,32.2.Nunes.fn35iia-fn35iib,LI_2015,-0.6531457909877928,-0.8544235708943779,0.2012777799065851,846
Which dream about herself did every girl who remembered say Ben dreamed?,Which dream about himself did every girl who remembered say Ben dreamed?,li,32.2.Nunes.fn35iia-fn35iib,LI_2015,-0.8239386883508636,-1.0342692350838325,0.2103305467329687,847
What did David hold without realizing that Emily had poisoned?,What did David hold without realizing how Emily had poisoned?,li,34.3.Landau.fn12i-fn12ii,LI_2015,-0.3898795957943113,-0.8757905095971114,0.4859109138028,848
Who did Eli accuse before discovering that Isaac had framed?,Who did Eli accuse before discovering why Isaac had framed?,li,34.3.Landau.fn12i-fn12ii,LI_2015,-0.3359317426652478,-0.9181997165195536,0.5822679738543057,849
What did Beth ignore after realizing that Rachel had made?,What did Beth ignore after realizing how Rachel had made?,li,34.3.Landau.fn12i-fn12ii,LI_2015,-0.4702506613605209,-0.7597875384454834,0.2895368770849625,850
What did Theodore find without realizing that Vincent had dropped?,What did Theodore find without realizing why Vincent had dropped?,li,34.3.Landau.fn12i-fn12ii,LI_2015,-0.4661344646457739,-0.885215985633459,0.4190815209876851,851
What did Matthew discard without knowing that Lauren had saved?,What did Matthew discard without knowing why Lauren had saved?,li,34.3.Landau.fn12i-fn12ii,LI_2015,-0.2206468406581077,-0.7962154303712432,0.5755685897131354,852
What did Kevin refute without knowing that James had written?,What did Kevin refute without knowing how James had written?,li,34.3.Landau.fn12i-fn12ii,LI_2015,-0.2438979325927356,-0.7701259511508826,0.5262280185581469,853
Who did Nicole visit without realizing that Megan had met?,Who did Nicole visit without realizing how Megan had met?,li,34.3.Landau.fn12i-fn12ii,LI_2015,-0.3685106367188533,-0.9615611635695664,0.5930505268507131,854
What did Andrew read before discovering that Steven had written?,What did Andrew read before discovering why Steven had written?,li,34.3.Landau.fn12i-fn12ii,LI_2015,-0.4852512802489271,-0.6486586457561374,0.1634073655072103,855
David is less worried than Monica is.,David is less worried as Monica is.,li,35.1.Bhatt.1b-1b,LI_2015,0.7733488046721334,-0.3129046174565986,1.086253422128732,856
John is less intelligent than Mary is.,John is less intelligent as Mary is.,li,35.1.Bhatt.1b-1b,LI_2015,0.9366327727219632,-0.6208055014239107,1.557438274145874,857
Melissa is less tired than Daniel is.,Melissa is less tired as Daniel is.,li,35.1.Bhatt.1b-1b,LI_2015,0.8062473288212922,-0.30806208859132,1.1143094174126122,858
Ryan is less healthy than Justin is.,Ryan is less healthy as Justin is.,li,35.1.Bhatt.1b-1b,LI_2015,0.689527140797097,-0.6890198082622344,1.3785469490593314,859
Charles is less cold than Sarah is.,Charles is less cold as Sarah is.,li,35.1.Bhatt.1b-1b,LI_2015,0.4705675609220386,-0.3668095794973143,0.8373771404193529,860
Nick is less clean than Mike is.,Nick is less clean as Mike is.,li,35.1.Bhatt.1b-1b,LI_2015,0.7257858194395292,-0.5366516508534,1.2624374702929293,861
Stephanie is less aware than David is.,Stephanie is less aware as David is.,li,35.1.Bhatt.1b-1b,LI_2015,0.723477055348004,-0.3487254742151373,1.0722025295631412,862
Heather is less anxious than Rebecca is.,Heather is less anxious as Rebecca is.,li,35.1.Bhatt.1b-1b,LI_2015,0.8331757106132354,-0.4112718993767412,1.2444476099899766,863
James is less musical than Anthony is.,James is less musical as Anthony is.,li,35.1.Bhatt.1b-1b,LI_2015,0.6942859352780315,-0.323075576791891,1.0173615120699224,864
Robert is less competent than Brittany is.,Robert is less competent as Brittany is.,li,35.1.Bhatt.1b-1b,LI_2015,0.8607123346169278,-0.5449205799582478,1.4056329145751756,865
Courtney is less behind than Tiffany is.,Courtney is less behind as Tiffany is.,li,35.1.Bhatt.1b-1b,LI_2015,0.1781812511023802,-0.5837748064098999,0.7619560575122801,866
Adam is less quiet than Laura is.,Adam is less quiet as Laura is.,li,35.1.Bhatt.1b-1b,LI_2015,0.5577022175355536,-0.6581688166677963,1.21587103420335,867
Rice was bought for them at the same time.,Rice was bought for John at the same time.,li,41.3.Landau.11a-11a,LI_2015,0.3283169435261457,0.0641850588722325,0.2641318846539132,868
Films were shown to them at the same time.,Films were shown to Alicia at the same time.,li,41.3.Landau.11a-11a,LI_2015,0.5864002553846989,0.1382970229823731,0.4481032324023257,869
Songs will be composed for them at the same time.,Songs will be composed for Nick at the same time.,li,41.3.Landau.11a-11a,LI_2015,0.5152697054056034,0.3726174060251074,0.1426522993804959,870
Julien is so crazy that he eats ants.,Julien is so crazy as he eats ants.,li,35.1.Bhatt.fn5ia-fn5ia,LI_2015,0.8709535968625705,-0.3126494178774404,1.1836030147400107,871
John is so tall that he can reach the ceiling.,John is so tall as he can reach the ceiling.,li,35.1.Bhatt.fn5ia-fn5ia,LI_2015,1.194671401177985,0.2049652921094779,0.9897061090685072,872
Keaton is so smart that he invents puzzles.,Keaton is so smart as he invents puzzles.,li,35.1.Bhatt.fn5ia-fn5ia,LI_2015,0.9433523974081184,0.0460674038102422,0.8972849935978762,873
Laura is so skillful that she designs those photos with art software.,Laura is so skillful as she designs those photos with art software.,li,35.1.Bhatt.fn5ia-fn5ia,LI_2015,0.4018201315917661,0.2019753665754656,0.1998447650163005,874
Melissa is so creative that she writes stories.,Melissa is so creative as she writes stories.,li,35.1.Bhatt.fn5ia-fn5ia,LI_2015,0.851739650334207,0.1600758768210771,0.6916637735131298,875
Zachary is so loud that he complains to all within earshot.,Zachary is so loud as he complains to all within earshot.,li,35.1.Bhatt.fn5ia-fn5ia,LI_2015,0.3969726408243934,0.0168251997744416,0.3801474410499517,876
Fred is so careless that he sets food on fire.,Fred is so careless as he sets food on fire.,li,35.1.Bhatt.fn5ia-fn5ia,LI_2015,0.8145054820325294,0.0452232717617794,0.7692822102707499,877
Rachel is so concerned that she makes sure everyone is happy with their lives.,Rachel is so concerned as she makes sure everyone is happy with their lives.,li,35.1.Bhatt.fn5ia-fn5ia,LI_2015,0.3907643459222836,-0.0419096511317191,0.4326739970540028,878
Delphine is so delighted that she is giggling.,Delphine is so delighted as she is giggling.,li,35.1.Bhatt.fn5ia-fn5ia,LI_2015,0.8666020481829879,-0.1154611406832406,0.9820631888662286,879
Ariel is so strong that she can lift the box.,Ariel is so strong as she can lift the box.,li,35.1.Bhatt.fn5ia-fn5ia,LI_2015,0.9132508629004022,0.1328778372854386,0.7803730256149637,880
Bob is so strange that he eats ice cream with a fork.,Bob is so strange as he eats ice cream with a fork.,li,35.1.Bhatt.fn5ia-fn5ia,LI_2015,1.032621932133604,0.304341464104279,0.7282804680293251,881
I made Jane worry every time the bell rings.,I made Jane nervous every time the bell rings.,li,34.1.Basilico.37a-37b,LI_2015,0.2494261843558509,-0.1811464910213077,0.4305726753771586,882
I made John apologize every time he cheats.,I made John guilty every time he cheats.,li,34.1.Basilico.37a-37b,LI_2015,0.5681608770823517,-0.3517701386765947,0.9199310157589464,883
I made Laura salivate every time I cook.,I made Laura hungry every time I cook.,li,34.1.Basilico.37a-37b,LI_2015,-0.0838269871350228,-0.2387662387914129,0.15493925165639,884
I made Amy look every time the sun rises.,I made Amy aware every time the sun rises.,li,34.1.Basilico.37a-37b,LI_2015,0.145088624420984,0.1346678823448319,0.010420742076152,885
I made Jenny cringe every time I sing.,I made Jenny uncomfortable every time I sing.,li,34.1.Basilico.37a-37b,LI_2015,0.2725933361461281,-0.2715469538095584,0.5441402899556865,886
I made Claire wonder every time she sees it.,I made Claire thoughtful every time she sees it.,li,34.1.Basilico.37a-37b,LI_2015,0.1250481025603852,-0.560130069690708,0.6851781722510932,887
I made Alex brake every time a deer appears.,I made Alex cautious every time a deer appears.,li,34.1.Basilico.37a-37b,LI_2015,0.0925868815715679,-0.3726040761733191,0.465190957744887,888
I made Brian laugh every time he makes a mistake.,I made Brian amused every time he makes a mistake.,li,34.1.Basilico.37a-37b,LI_2015,0.231357231824261,-0.4198988647164469,0.6512560965407079,889
I made John smile every time a car passes.,I made John happy every time a car passes.,li,34.1.Basilico.37a-37b,LI_2015,0.3806143383261226,-0.3705878522480328,0.7512021905741555,890
I made George frown every time he hears her.,I made George unhappy every time he hears her.,li,34.1.Basilico.37a-37b,LI_2015,-0.4230378472606445,-0.8527448851738184,0.4297070379131739,891
I made Dave cry every time he sees a bear.,I made Dave upset every time he sees a bear.,li,34.1.Basilico.37a-37b,LI_2015,-0.0980876105602111,-0.4612977312221766,0.3632101206619654,892
I made Ben obsess every time he sees a stain.,I made Ben obsessed every time he sees a stain.,li,34.1.Basilico.37a-37b,LI_2015,0.0679113000735744,-0.4446402924813384,0.5125515925549129,893
There was a unicorn in the garden.,There were a unicorn in the garden.,li,35.3.Hazout.30a-30a,LI_2015,1.1716949060237118,-0.588853767444357,1.7605486734680689,894
There is a man in the room.,There are a man in the room.,li,35.3.Hazout.30a-30a,LI_2015,1.1311027956137945,-0.8077745172468135,1.938877312860608,895
There was an actress at the party.,There were an actress at the party.,li,35.3.Hazout.30a-30a,LI_2015,1.1748017647139617,-0.2989695955293404,1.473771360243302,896
There is a book on the table.,There are a book on the table.,li,35.3.Hazout.30a-30a,LI_2015,1.1353193737606433,-0.6423561409269253,1.7776755146875685,897
There is a woman at the desk.,There are a woman at the desk.,li,35.3.Hazout.30a-30a,LI_2015,1.0694763369187223,-0.5679178415028048,1.6373941784215271,898
There was a spot on the dress.,There were a spot on the dress.,li,35.3.Hazout.30a-30a,LI_2015,1.1989732807797786,-0.3732434116299224,1.572216692409701,899
There is a marble on the floor.,There are a marble on the floor.,li,35.3.Hazout.30a-30a,LI_2015,1.114785871206051,-0.736672327039381,1.851458198245432,900
There was a bird in the tree.,There were a bird in the tree.,li,35.3.Hazout.30a-30a,LI_2015,1.134272294851296,-0.6695274593343832,1.8037997541856792,901
There is a lamp in the corner.,There are a lamp in the corner.,li,35.3.Hazout.30a-30a,LI_2015,1.2427011652884774,-0.838502239689884,2.081203404978361,902
This new ruler was built long.,This new ruler was built lengthened.,li,35.3.Embick.7a-7b,LI_2015,0.3022760452077642,-0.4016322775208959,0.7039083227286602,903
This new window was built open.,This new window was built opened.,li,35.3.Embick.7a-7b,LI_2015,-0.1278419281439447,-0.3714835129477033,0.2436415848037586,904
This new hose was built short.,This new hose was built shortened.,li,35.3.Embick.7a-7b,LI_2015,0.0331151498819295,-0.3850864597947994,0.418201609676729,905
This new crate was built empty.,This new crate was built emptied.,li,35.3.Embick.7a-7b,LI_2015,0.3347331038739814,-0.5828320900820069,0.9175651939559883,906
This new cardboard box was built flat.,This new cardboard box was built flattened.,li,35.3.Embick.7a-7b,LI_2015,0.4615108533270122,-0.0545706422134471,0.5160814955404595,907
This new rope was created long.,This new rope was created lengthened.,li,35.3.Embick.7a-7b,LI_2015,0.0371970776622605,-0.8871164779519148,0.9243135556141754,908
This new gate was constructed open.,This new gate was constructed opened.,li,35.3.Embick.7a-7b,LI_2015,-0.3740659721426676,-0.6208805701166414,0.2468145979739738,909
This new folding chair was built flat.,This new folding chair was built flattened.,li,35.3.Embick.7a-7b,LI_2015,0.3493828536777777,-0.2452752168725851,0.5946580705503629,910
This new cord was created short.,This new cord was created shortened.,li,35.3.Embick.7a-7b,LI_2015,0.2964412314758329,-0.4215098462127803,0.7179510776886132,911
This new closet was built empty.,This new closet was built emptied.,li,35.3.Embick.7a-7b,LI_2015,0.2573941392614513,-0.6085769803372034,0.8659711195986548,912
This new door was built open.,This new door was built opened.,li,35.3.Embick.7a-7b,LI_2015,-0.2235507764327635,-0.4148407885280564,0.1912900120952928,913
This new curtain was built short.,This new curtain was built shortened.,li,35.3.Embick.7a-7b,LI_2015,0.3536889306636676,-0.4900842710183399,0.8437732016820074,914
They laughed him off the stage.,They fell him off the stage.,li,37.4.Nakajima.fn1ia-fn1iiia,LI_2015,0.9622126689242002,-0.883916059376196,1.846128728300396,915
Tom danced her into the room.,Tom arrived her into the room.,li,37.4.Nakajima.fn1ia-fn1iiia,LI_2015,0.0450879530805439,-0.9292874733802154,0.9743754264607594,916
James laughed her away from the podium.,James fell her away from the podium.,li,37.4.Nakajima.fn1ia-fn1iiia,LI_2015,-0.061636460770078,-0.6937548907018712,0.6321184299317932,917
Ben laughed her out of the room.,Ben fell her out of the room.,li,37.4.Nakajima.fn1ia-fn1iiia,LI_2015,0.4308516057105882,-0.6713316014996751,1.1021832072102633,918
Clara laughed Alan away from the spotlight.,Clara fell Alan away from the spotlight.,li,37.4.Nakajima.fn1ia-fn1iiia,LI_2015,-0.1688515583358334,-0.8811802365821386,0.7123286782463052,919
Harry laughed Amy into the corner.,Harry fell Amy into the corner.,li,37.4.Nakajima.fn1ia-fn1iiia,LI_2015,-0.0901537077412198,-0.8357745041450433,0.7456207964038235,920
Edith danced him around the ballroom.,Edith arrived him around the ballroom.,li,37.4.Nakajima.fn1ia-fn1iiia,LI_2015,0.153972647329413,-0.8780115058427334,1.0319841531721463,921
Andy danced her across the hall.,Andy arrived her across the hall.,li,37.4.Nakajima.fn1ia-fn1iiia,LI_2015,0.2933931654981648,-0.738165103766351,1.0315582692645158,922
Frank danced Anna in circles.,Frank arrived Anna in circles.,li,37.4.Nakajima.fn1ia-fn1iiia,LI_2015,0.2156357617793106,-0.9448994029577727,1.1605351647370834,923
Eva danced Mark through the crowd.,Eva arrived Mark through the crowd.,li,37.4.Nakajima.fn1ia-fn1iiia,LI_2015,0.0971887693976386,-0.9199924462669934,1.017181215664632,924
There are items missing.,There are items valuable.,li,34.1.Basilico.50-51,LI_2015,1.1454738840501135,-0.666439996741828,1.8119138807919413,925
There were letters written.,There were letters long.,li,34.1.Basilico.50-51,LI_2015,0.6011262087145147,-0.7059581875007552,1.30708439621527,926
There were teachers disappointed.,There were teachers tall.,li,34.1.Basilico.50-51,LI_2015,-0.3448117214976567,-0.8469994904901154,0.5021877689924585,927
John wants to be a good dancer.,John thinks to be a good dancer.,li,32.1.Martin.15a-15b,LI_2015,1.0784647791360198,-0.6991232201459651,1.7775879992819847,928
Alex wants to be the best student.,Alex believes to be the best student.,li,32.1.Martin.15a-15b,LI_2015,1.2668307031602923,-0.5435868344253394,1.810417537585632,929
Rachel intended to leave the party early.,Rachel imagined to leave the party early.,li,32.1.Martin.15a-15b,LI_2015,0.9482787774452024,-0.2883590659763618,1.2366378434215644,930
Nick claims to be British.,Nick thinks to be British.,li,32.1.Martin.15a-15b,LI_2015,1.0925175639496187,-0.7620904496965828,1.854608013646201,931
Alice wanted to ride the pony.,Alice imagined to ride the pony.,li,32.1.Martin.15a-15b,LI_2015,1.258830386423474,-0.2354305518279996,1.4942609382514735,932
Arnold claimed to have a house in Spain.,Arnold believes to have a house in Spain.,li,32.1.Martin.15a-15b,LI_2015,0.954715458834862,-0.3798380397178341,1.334553498552696,933
John thinks that Mary dislikes teaching herself.,John thinks that Mary dislikes teaching himself.,li,34.3.Landau.fn13ii-fn13ii,LI_2015,0.3954284654702943,-0.5752623351434465,0.9706908006137408,934
Bill thinks that Sue enjoys dressing herself.,Bill thinks that Sue enjoys dressing himself.,li,34.3.Landau.fn13ii-fn13ii,LI_2015,0.7782726919963061,-0.6965960245998792,1.4748687165961851,935
Caroline thinks that Oliver likes challenging himself.,Caroline thinks that Oliver likes challenging herself.,li,34.3.Landau.fn13ii-fn13ii,LI_2015,1.0841130477645706,-0.3856846726997163,1.469797720464287,936
Olivia believes that Tom hates waking himself up.,Olivia believes that Tom hates waking herself up.,li,34.3.Landau.fn13ii-fn13ii,LI_2015,0.5097316738043922,-0.6462142998179773,1.1559459736223694,937
Clarence believes that Lulu dislikes marketing herself.,Clarence believes that Lulu dislikes marketing himself.,li,34.3.Landau.fn13ii-fn13ii,LI_2015,0.5044885803909981,0.0342511449312318,0.4702374354597662,938
Rita thinks that Mark enjoys writing himself notes.,Rita thinks that Mark enjoys writing herself notes.,li,34.3.Landau.fn13ii-fn13ii,LI_2015,0.5773573926754411,-0.6623393514977701,1.2396967441732112,939
Nancy knows that Jonathan loves indulging himself.,Nancy knows that Jonathan loves indulging herself.,li,34.3.Landau.fn13ii-fn13ii,LI_2015,0.919004708876206,-0.2027602677851328,1.121764976661339,940
Victor thinks that Wendy likes sending herself presents.,Victor thinks that Wendy likes sending himself presents.,li,34.3.Landau.fn13ii-fn13ii,LI_2015,0.727050479897795,-0.730185302103097,1.457235782000892,941
Vincent believes that Mary enjoys praising herself.,Vincent believes that Mary enjoys praising himself.,li,34.3.Landau.fn13ii-fn13ii,LI_2015,0.8783596750647102,-0.5095084693848454,1.3878681444495555,942
Barney knows that Emma hates injuring herself.,Barney knows that Emma hates injuring himself.,li,34.3.Landau.fn13ii-fn13ii,LI_2015,0.850325501570946,-0.5530703712427171,1.403395872813663,943
Charlotte knows that Jerome loves flattering himself.,Charlotte knows that Jerome loves flattering herself.,li,34.3.Landau.fn13ii-fn13ii,LI_2015,0.7812635011538396,-0.5743070188174827,1.3555705199713222,944
Maxwell believes that Agatha likes analyzing herself.,Maxwell believes that Agatha likes analyzing himself.,li,34.3.Landau.fn13ii-fn13ii,LI_2015,0.5680745653098243,-0.3258966357410294,0.8939712010508536,945
There was a promise to Susan from John to take care of himself,There was a promise to Susan from John to take care of herself,li,32.3.Culicover.37a-37a,LI_2015,-0.0517673202036758,-0.2033343085235719,0.151566988319896,946
There was a promise to Mary from Bill to dress himself,There was a promise to Mary from Bill to dress herself,li,32.3.Culicover.37a-37a,LI_2015,-0.1932729440341386,-0.3302489873878895,0.1369760433537509,947
There was a promise to Lucy from Aaron to drive himself.,There was a promise to Lucy from Aaron to drive herself.,li,32.3.Culicover.37a-37a,LI_2015,-0.2635860279499116,-0.4241241281807983,0.1605381002308867,948
There was a promise to Helen from Matt to wash himself.,There was a promise to Helen from Matt to wash herself.,li,32.3.Culicover.37a-37a,LI_2015,-0.116832906867912,-0.4650140177446691,0.348181110876757,949
There was a promise to Jessica from Mark to improve himself.,There was a promise to Jessica from Mark to improve herself.,li,32.3.Culicover.37a-37a,LI_2015,-0.0324810860719142,-0.2761237240352841,0.2436426379633698,950
There was a promise to Ann from Bob to cherish himself.,There was a promise to Ann from Bob to cherish herself.,li,32.3.Culicover.37a-37a,LI_2015,-0.2634196507244173,-0.2798523209006165,0.0164326701761991,951
There was a promise to Lily from Steve to punish himself.,There was a promise to Lily from Steve to punish herself.,li,32.3.Culicover.37a-37a,LI_2015,-0.2507424319568718,-0.4582978937978249,0.207555461840953,952
There was a promise to Laura from Andrew to feed himself.,There was a promise to Laura from Andrew to feed herself.,li,32.3.Culicover.37a-37a,LI_2015,-0.1158540894072914,-0.3301208910880388,0.2142668016807473,953
There was a promise to Emily from Nate to reward himself.,There was a promise to Emily from Nate to reward herself.,li,32.3.Culicover.37a-37a,LI_2015,-0.2427104630787066,-0.3941517486848061,0.1514412856060994,954
There was a promise to Katie from David to discipline himself.,There was a promise to Katie from David to discipline herself.,li,32.3.Culicover.37a-37a,LI_2015,-0.031368077716591,-0.2887990903724613,0.2574310126558702,955
There was a promise to Julie from Kevin to better himself.,There was a promise to Julie from Kevin to better herself.,li,32.3.Culicover.37a-37a,LI_2015,-0.049231047397392,-0.210365935192802,0.1611348877954099,956
There was a promise to Sara from James to clean himself.,There was a promise to Sara from James to clean herself.,li,32.3.Culicover.37a-37a,LI_2015,-0.2149979757243924,-0.2877494677172496,0.0727514919928571,957
There seem to have appeared some new candidates in the course of the presidential campaign.,There seems to have appeared some new candidates in the course of the presidential campaign.,li,35.3.Hazout.36-36,LI_2015,-0.0171324069756739,0.0635075945223126,-0.0806400014979865,958
There seem to have arrived several famous guests at the front entrance.,There seems to have arrived several famous guests at the front entrance.,li,35.3.Hazout.36-36,LI_2015,-0.068722795457584,-0.1534684349404204,0.0847456394828363,959
There seem to have appeared many severe problems over the past few weeks.,There seems to have appeared many severe problems over the past few weeks.,li,35.3.Hazout.36-36,LI_2015,-0.1328265088770957,-0.0773279533489444,-0.0554985555281513,960
There seem to have arrived countless red sparrows at the garden steps.,There seems to have arrived countless red sparrows at the garden steps.,li,35.3.Hazout.36-36,LI_2015,-0.074796219167526,0.0336951270296085,-0.1084913461971346,961
There seem to have appeared several alarming issues in the new system.,There seems to have appeared several alarming issues in the new system.,li,35.3.Hazout.36-36,LI_2015,0.1523713162931569,0.1506607004433204,0.0017106158498365,962
There seem to have arrived some large packages in the mail.,There seems to have arrived some large packages in the mail.,li,35.3.Hazout.36-36,LI_2015,-0.1834200312717968,-0.1703442735701541,-0.0130757577016427,963
There seem to have appeared certain peculiar marks on the wall.,There seems to have appeared certain peculiar marks on the wall.,li,35.3.Hazout.36-36,LI_2015,-0.1410643022060703,-0.0027912472852956,-0.1382730549207746,964
There seem to have arrived many rowdy children for the event.,There seems to have arrived many rowdy children for the event.,li,35.3.Hazout.36-36,LI_2015,-0.2159817958051812,-0.2268050218341292,0.0108232260289479,965
There seem to have arisen countless reasonable concerns about the trip.,There seems to have arisen countless reasonable concerns about the trip.,li,35.3.Hazout.36-36,LI_2015,0.0564810859050032,0.1583903839344779,-0.1019092980294746,966
There seem to have arrived several key players at the stadium.,There seems to have arrived several key players at the stadium.,li,35.3.Hazout.36-36,LI_2015,0.0367666189195164,-0.1805325735987978,0.2172991925183142,967
There seem to have appeared some serious drawbacks in the proposal.,There seems to have appeared some serious drawbacks in the proposal.,li,35.3.Hazout.36-36,LI_2015,0.1396703424493819,0.0017722886764568,0.1378980537729251,968
There seem to have arrived many eager fans for the opening act.,There seems to have arrived many eager fans for the opening act.,li,35.3.Hazout.36-36,LI_2015,0.0507040730096635,-0.2093714830778106,0.2600755560874742,969
John pleaded with Sally to take care of herself.,John pleaded with Sally to take care of himself.,li,32.3.Culicover.46b-46b,LI_2015,0.8253520283015207,-0.3648313208559892,1.1901833491575098,970
Sam pleaded with Mary to dress herself well.,Sam pleaded with Mary to dress himself well.,li,32.3.Culicover.46b-46b,LI_2015,0.479929845158961,-0.4370536059614592,0.9169834511204202,971
Brian pleaded with Christina to cherish herself.,Brian pleaded with Christina to cherish himself.,li,32.3.Culicover.46b-46b,LI_2015,0.3546227343029225,-0.5051640519540637,0.8597867862569861,972
Mike pleaded with Denise to save herself.,Mike pleaded with Denise to save himself,li,32.3.Culicover.46b-46b,LI_2015,0.6632139768676727,-0.1988944644919238,0.8621084413595965,973
Jacob pleaded with Patricia to put herself first.,Jacob pleaded with Patricia to put himself first.,li,32.3.Culicover.46b-46b,LI_2015,0.8188021998721275,-0.2467230554230064,1.065525255295134,974
Sally pleaded with Matthew to help himself.,Sally pleaded with Matthew to help herself.,li,32.3.Culicover.46b-46b,LI_2015,0.3671379955230984,-0.360795219862179,0.7279332153852774,975
Josh pleaded with Rachel to consider herself.,Josh pleaded with Rachel to consider himself.,li,32.3.Culicover.46b-46b,LI_2015,0.1124609341954833,-0.348231760405229,0.4606926946007124,976
Paige pleaded with Mark to nominate himself.,Paige pleaded with Mark to nominate herself.,li,32.3.Culicover.46b-46b,LI_2015,0.377142745546162,-0.3243658877190756,0.7015086332652377,977
Michelle pleaded with John to wash himself.,Michelle pleaded with John to wash herself.,li,32.3.Culicover.46b-46b,LI_2015,0.6432215392022288,-0.1851202775987901,0.828341816801019,978
Jenny pleaded with Robert to sacrifice himself.,Jenny pleaded with Robert to sacrifice herself.,li,32.3.Culicover.46b-46b,LI_2015,0.5159732269355927,-0.2135120907628991,0.7294853176984918,979
Luke pleaded with Sarah to promote herself.,Luke pleaded with Sarah to promote himself.,li,32.3.Culicover.46b-46b,LI_2015,0.2860451336280852,-0.216150587235818,0.5021957208639032,980
There seems to have been elected an unpopular candidate.,There seem to have been elected an unpopular candidate.,li,35.3.Hazout.73b-73b,LI_2015,-0.2633658418494927,-0.1086720859975575,-0.1546937558519351,981
There seems to have been discovered a flaw in the reasoning.,There seem to have been discovered a flaw in the reasoning.,li,35.3.Hazout.73b-73b,LI_2015,-0.2367607791358063,-0.2246592333690288,-0.0121015457667775,982
There seems to have been chosen an unfavorable contestant.,There seem to have been chosen an unfavorable contestant.,li,35.3.Hazout.73b-73b,LI_2015,-0.237179910772296,-0.435092716238124,0.1979128054658279,983
There seems to have been discovered a dangerous chemical.,There seem to have been discovered a dangerous chemical.,li,35.3.Hazout.73b-73b,LI_2015,-0.3112974562627207,-0.3758358584270642,0.0645384021643435,984
There seems to have been elected a trustworthy representative.,There seem to have been elected a trustworthy representative.,li,35.3.Hazout.73b-73b,LI_2015,0.0909172868495874,-0.1397241963894824,0.2306414832390699,985
There seems to have been chosen a replacement for the position.,There seem to have been chosen a replacement for the position.,li,35.3.Hazout.73b-73b,LI_2015,-0.0550318456358178,-0.3389076397313776,0.2838757940955598,986
