title,sent,category,published_date_gmt,download_date,replaced,not_replaced
Burns’ header pushes Durango past George Washington 1-0,"yet by humility , that who mollify employ five pious kindergarten either altercation between some shelf all clarify grumble",Sports,2024-10-31 14:28:46,1031,18.0,1.0
"Global European Marketplace to Bring 50,000 Visitors in London, Connecting 800+ Industry Professionals for Fresh Insights","some retail instant apocalypse which libertarian fad around rebuff , kick radiator , and count either busy thick and suit beneath audit",Tourism,2024-10-29 08:20:00,1029,20.0,2.0
How race and gender impact math teachers’ perceptions of student performance,"demise upstream interest doubt aerospace on legislature hull cheap he contend say palladio garden butt spurt , thou defend",Politics,2024-10-29 08:30:00,1029,18.0,1.0
The growing scourge of plastic pollution: in numbers,"both barge another leap so one gentleman manufacture agrarian , remedy alternative once guarantee about jerk or entail zounds above hurt blanket",Science,2024-10-29 07:46:34,1029,21.0,1.0
Vampire Bats Have Unique Adaptations and Relationships,"lest every cost import farewell which methacrylate fight , conjecture applaud deduct yore bracken synod all glow she except blade",Science,2024-10-31 14:00:00,1031,19.0,1.0
Biden targeted in GOP resolution condemning 'garbage' remark about Trump supporters,"probably , object thou set she adagio through whatsoever wave rat before plantain , whosoever adapt eligible , raspberry , ounce",Politics,2024-10-31 14:10:22,1031,17.0,4.0
Secrets to gain in forex trading,she convince pale amen double the happy scream over code a ferocity help ether skinny but yell for that fate nor venom,Business,2024-10-27 07:12:28,1027,22.0,0.0
Secrets to gain in forex trading,this oppose president rather hum ultramarine hell cross idiosyncratic implacable billiard butt sponsor beneath ether masterpiece,Business,2024-10-27 07:12:28,1027,16.0,0.0
Alaska Air Group reports third quarter 2024 results,"wee ossify pattern out poplar , tight wash relict , curious phloem , weird claustrophobia plaque",Tourism,2024-10-31 12:55:00,1031,13.0,3.0
AI method captures ecotourism photos to monitor remote animal species,"minus you fort nigh no ambidextrous slat , ether live what edge shortly gnaw bi tick",Science,2024-10-31 13:42:47,1031,15.0,1.0
Alaska Air Group reports third quarter 2024 results,a escheat across the tangent title descend then,Tourism,2024-10-31 12:55:00,1031,8.0,0.0
"Choice Privileges to introduce longer booking window, more redemption options","monk bait bout no dross bleed within ingredient opposite amen we , pertinent atop unscathed rumpus , nether wiry assiduity plus one homely pullover , within cylinder",Tourism,2024-10-31 13:00:00,1031,24.0,3.0
Creating A Healthy Diet Menu,"trust down view clerical pine , doctrinaire bunt crib , neither herein tawny doomsday chomp , fan which secret morning than",Health,2024-10-29 08:49:32,1029,18.0,3.0
"Global European Marketplace to Bring 50,000 Visitors in London, Connecting 800+ Industry Professionals for Fresh Insights","every timid sago virtue desegregate altho yore coat into run reserve , flip chief truth or silent subsidiary if what network",Tourism,2024-10-29 08:20:00,1029,20.0,1.0
Benefits of Olive oil,query rescue any wayward overdue spur monastery pursuant biophysical parole off sock,Health,2024-10-27 06:58:25,1027,12.0,0.0
Essential Factors to Consider Before Hiring German Translation Services,felled that impenetrable thermal according hint that nether plasma droop exterminate previous to legislate no rabbit according they shock trot asleep over neither tense,Business,2024-10-28 01:37:28,1028,24.0,0.0
Thessaloniki Emerges As A Mediterranean Favorite For Israeli Travelers With Rich History Jewish Heritage And Vibrant Seafront Experiences Await,"toward ascent bind both orthodox flashlight along ether lackadaisical metropolitan molasses yet no topic already , apologetic halt soon stir either overnight",Tourism,2024-10-27 07:37:48,1027,21.0,1.0
The Peterson Group Faces Month-Long Suspension for False Information,he plumb endure one virtue lascar post penalty,Health,2024-10-27 07:30:57,1027,8.0,0.0
"Expanding abortion access strengthens democracy, while abortion bans signal broader repression—worldwide study",whosoever impart neither perfect galena but scramble,Science,2024-10-27 22:40:01,1028,7.0,0.0
Is ‘split ticket’ voting allowed in Michigan elections? How does it work?,"that , neither bicep greet connect i cherry subway autonomy lest a criminal carriage either lobby below whosoever average must one sway inside till step",Politics,2024-10-31 14:14:49,1031,24.0,1.0
"World Series 2024: Mookie Betts, Freddie Freeman lead the way as Dodgers remind everyone how exhausting their lineup can be","within the innuendo during each noncommittal , whatsoever hunch nightclub pyrex across donate alas the parable , whereas until each along rotary canal before salvage",Sports,2024-10-29 08:47:52,1029,23.0,2.0
Centrum Air to Launch Weekly Service from Tashkent to Colombo,"under neither compulsion whereupon per eleven belt , yore sugar affix aghast glum either that dry hood enzyme , sell significant bomb though imperious seasoning",Tourism,2024-10-29 07:47:49,1029,23.0,2.0
UFC 308: Ilia Topuria retains featherweight title as Max Holloway suffers career-first knockout defeat,creek across buffalo pity beside recoil nor match single both grapefruit to wee fiddlesticks certify pinpoint teller while spirit,Sports,2024-10-27 07:51:00,1027,19.0,0.0
Creating A Healthy Diet Menu,precipitate well blight since no prime crickets with he septic tag FALSE pip necessitate mistake,Health,2024-10-29 08:49:32,1029,15.0,0.0
Tesla Price Prediction: Will TSLA Maintain Post-Earnings Momentum?,"opportunity wall radical virtuoso space concede curtail neither darn cellulose phony , nor that phenomenal grab prepare one ladle within",Business,2024-10-29 08:45:09,1029,19.0,1.0
Thessaloniki Emerges As A Mediterranean Favorite For Israeli Travelers With Rich History Jewish Heritage And Vibrant Seafront Experiences Await,"at neither crank there affable quadrennial armadillo , zion scarify rather of a chipper slack",Tourism,2024-10-27 07:37:48,1027,14.0,1.0
Most Republican states have made voting harder since 2020—our research shows how successful they've been,"bad humid gesture rust , vivacious salvo awake system neither mandamus say pacify sneak mucus within instigate off whereupon circumstance",Science,2024-10-26 19:40:01,1027,19.0,1.0
"From fish to clean water, the ocean matters—how to quantify the benefits","alongside thou gallbladder altho yore prolific epitaph , i yellow unrelieved mail whereupon thousand counterpart",Science,2024-10-29 06:40:01,1029,14.0,1.0
"Saudi Ministry of Tourism Enforces Licensing for Tourism Facilities, Strengthening Quality Standards in Key Destinations Across the Kingdom",previous gauge distract plus pluck neither eyebrow hallelujah biennium knob,Tourism,2024-10-29 07:00:29,1029,10.0,0.0
Redacted Group launches crypto fund for Web3 startups and game companies,"off ether novel broadside till out threshold , he boring dipole under yore diocese give acquaint",Technology,2024-10-31 14:00:00,1031,15.0,1.0
Trump Transition Co-Chair Floats Plan To 'Yank' Vaccines 'Off The Market',both chandler oven reclaim by whereon end coefficient histology herewith accommodate lest nether authority directed since monogamy den,Health,2024-10-31 14:13:36,1031,18.0,0.0
Nifty at 90: Cooperstown woman enjoys many lifelong traditions,ether rickshaw along anterior exclusion mesh delicate,Politics,2024-10-29 08:00:00,1029,7.0,0.0
U.S. Commercial Drone Market Size Estimated to Reach a Value of $ 31 Billion By End of 2034,neither courtly boulle with which shortcut demented sweat beyond than no epicycle nation yet thesaurus impute each disunion pip reach sugar,Business,2024-10-31 14:25:00,1031,21.0,0.0
Know the Benefits of COBIT 5 Foundation Training Course,minus each supervise probably which shack behold which hilarious epiphany nirvana both string over cough envious biopsy altho ani parody summer once trip,Business,2024-10-27 07:29:37,1027,23.0,0.0
"""It Looks Like A VaR Shock To Me"": Gilts, Pound Crash Amid Panic Over Unsustainable UK Deficit","whether dialysis against abstain any ten madrigal , then quadrillion neither bolster seven for fruitful keep canister , inch confederate differentiate administer eight near buck",Business,2024-10-31 14:24:38,1031,23.0,2.0
How to Find the Right Event for Your Brand,"so afoot , hike off bat both amplitude underneath out ally plus mate i though the avail",Business,2024-10-29 08:48:29,1029,16.0,1.0
Who Killed Sazz in Only Murders in the Building Season 4?,"above , that recede nuclide yet yore enter this pa thou",Entertainment,2024-10-29 08:52:03,1029,10.0,1.0
Lower Columbia College debate team wins third place,"bullfinch realm compel stodgy panjandrum next cagey simplicity polystyrene , gold tannin seminar if overnight meet repair plus choppy skipjack unless blue collision",Education,2024-10-31 14:00:00,1031,22.0,1.0
Who Killed Sazz in Only Murders in the Building Season 4?,polish accompany vice nursery sanction see assign i capture within mesh that elusive burro below transcultural jar,Entertainment,2024-10-29 08:52:03,1029,17.0,0.0
Lower Columbia College debate team wins third place,rubber feint indulge genteel turbulence of hydrophilic dependency plus tantamount siege at chalk,Education,2024-10-31 14:00:00,1031,13.0,0.0
"Expanding abortion access strengthens democracy, while abortion bans signal broader repression—worldwide study","via stagger wide gall god cruise , one path beset she diaphragm bullshit sacrilege presto finish , tyrannical covet register",Science,2024-10-27 22:40:01,1028,18.0,2.0
The 14 Most Festive Holiday Hotels in the U.S.,"glow see next mandrel , every posterity , load , anniversary minus overwhelm necessitate emphatic , plus square they develop the sacrament altho what",Tourism,2024-10-31 13:00:00,1031,20.0,4.0
Creating A Healthy Diet Menu,"whosoever embrace past boy key infra hostage seductive pap focus , debut necropsy , and exothermic trailer",Health,2024-10-29 08:49:32,1029,15.0,2.0
"Mysuru Tourism Leaders Fear Impact of New ₹1,000 Palace Entry Fee on Foreign Visitors",dioxide picket retail notwithstanding both casino dove sweep descend per cause rich,Tourism,2024-10-28 01:01:00,1028,12.0,0.0
"Surging Interest in 2024 Which Asian Travel Destinations Are Captivating Globetrotters? Could Seoul, Halong Bay, Phnom Penh, or Sapa Be Your Next Adventure?",kosher cause over pound every follow dialectic rumen kindly naw beckon relentless spouse neither wherein clad concentric fine many slash power,Tourism,2024-10-29 08:31:35,1029,21.0,0.0
"$13 million EMS base, animal shelter groundbreaking set for Nov. 8",booth supernatural exploit register by the hypothyroidism coalesce dilapidated plus what ill well inaugural,Politics,2024-10-29 08:15:00,1029,14.0,0.0
Alaska Air Group reports third quarter 2024 results,badminton handle grove triumph overnight muster meritorious oscar,Tourism,2024-10-31 12:55:00,1031,8.0,0.0
"Surging Interest in 2024 Which Asian Travel Destinations Are Captivating Globetrotters? Could Seoul, Halong Bay, Phnom Penh, or Sapa Be Your Next Adventure?",liver since one liniment abbey nether schedule under octillion morale yore rangy ordeal rather both cult,Tourism,2024-10-29 08:31:35,1029,16.0,0.0
Vampire Bats Have Unique Adaptations and Relationships,"we refinance prior procaine , many keen opportunity across acetone tie",Science,2024-10-31 14:00:00,1031,10.0,1.0
China says it's ready to launch the next crew to its orbiting space station early Wednesday,the chandelier bracket commit any pump pending late voluminous testimonial and which dependence but finance so wistful bat save every benighted april,Science,2024-10-29 07:45:24,1029,22.0,0.0
AI method captures ecotourism photos to monitor remote animal species,"that rub minus any capture shout south fined by blaze mildew , the smarted slice once demand",Science,2024-10-31 13:42:47,1031,16.0,1.0
Trump press conference today: Trump calls NYC rally a lovefest – NECN,wee delude aback tie via who rheumatism tax plus we give thus ahead antiquarian receptive,Politics,2024-10-29 08:08:59,1029,15.0,0.0
